,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
415,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,1,296,6,2,4,33,1,1,3,2351,12253,0,16,3,4,1,3,3,2,2,2,1,0
416,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,38,0,1490,2,2,4,42,3,1,4,1702,12106,1,23,4,3,1,1,3,3,1,0,0,0
417,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,0,1398,2,4,3,79,3,5,3,18041,13022,0,14,3,4,0,21,2,3,20,15,1,12
418,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,1349,23,3,1,90,3,1,4,2886,3032,1,22,4,2,2,3,3,1,3,2,0,2
419,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,30,0,1400,3,3,3,53,3,1,4,2097,16734,4,15,3,3,1,9,3,1,5,3,1,4
420,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,29,0,986,3,4,2,93,2,3,3,11935,21526,1,18,3,3,0,10,2,3,10,2,0,7
421,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,29,1,408,25,5,3,71,2,1,2,2546,18300,5,16,3,2,0,6,2,4,2,2,1,1
422,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,19,1,489,2,2,1,52,2,1,4,2564,18437,1,12,3,3,0,1,3,4,1,0,0,0
423,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,30,0,1398,22,4,3,69,3,3,1,8412,2890,0,11,3,3,0,10,3,3,9,8,7,8
424,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,57,0,210,29,3,1,56,2,4,4,14118,22102,3,12,3,3,1,32,3,2,1,0,0,0
425,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,50,0,1099,29,4,2,88,2,4,3,17046,9314,0,15,3,2,1,28,2,3,27,10,15,7
426,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,30,0,1116,2,3,3,49,3,1,4,2564,7181,0,14,3,3,0,12,2,2,11,7,6,7
427,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,60,0,1499,28,3,3,80,2,3,1,10266,2845,4,19,3,4,0,22,5,4,18,13,13,11
428,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47,0,983,2,2,1,65,3,2,4,5070,7389,5,13,3,3,3,20,2,3,5,0,0,4
429,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,46,0,1009,2,3,1,51,3,4,3,17861,2288,6,13,3,3,0,26,2,1,3,2,0,1
430,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,35,0,144,22,3,4,46,1,1,3,4230,19225,0,15,3,3,0,6,2,3,5,4,4,3
431,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,54,0,548,8,4,3,42,3,2,3,3780,23428,7,11,3,3,0,19,3,3,1,0,0,0
432,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,34,0,1303,2,4,4,62,2,1,3,2768,8416,3,12,3,3,1,14,3,3,7,3,5,7
433,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,46,0,1125,10,3,3,94,2,3,4,9071,11563,2,19,3,3,1,15,3,3,3,2,1,2
434,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,31,0,1274,9,1,3,33,3,3,2,10648,14394,1,25,4,4,1,13,6,4,13,8,0,8
435,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,33,1,1277,15,1,2,56,3,3,3,13610,24619,7,12,3,4,0,15,2,4,7,6,7,7
436,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,33,1,587,10,1,1,38,1,1,4,3408,6705,7,13,3,1,3,8,2,3,4,3,1,3
437,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,30,0,413,7,1,4,57,3,1,2,2983,18398,0,14,3,1,0,4,3,3,3,2,1,2
438,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,35,0,1276,16,3,4,72,3,3,3,7632,14295,4,12,3,3,0,10,2,3,8,7,0,0
439,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,31,1,534,20,3,1,66,3,3,3,9824,22908,3,12,3,1,0,12,2,3,1,0,0,0
440,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,34,1,988,23,3,2,43,3,3,1,9950,11533,9,15,3,3,3,11,2,3,3,2,0,2
441,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,42,0,1474,5,2,2,97,3,1,3,2093,9260,4,17,3,4,1,8,4,3,2,2,2,0
442,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,36,0,635,10,4,2,32,3,3,4,9980,15318,1,14,3,4,0,10,3,2,10,3,9,7
443,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,22,1,1368,4,1,3,99,2,1,3,3894,9129,5,16,3,3,0,4,3,3,2,2,1,2
444,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,48,0,163,2,5,2,37,3,2,4,4051,19658,2,14,3,1,1,14,2,3,9,7,6,7
445,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,55,0,1117,18,5,1,83,3,4,2,16835,9873,3,23,4,4,0,37,2,3,10,9,7,7
446,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,41,0,267,10,2,4,56,3,2,4,6230,13430,7,14,3,4,0,16,3,3,14,3,1,10
447,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,35,0,619,1,3,2,85,3,2,3,4717,18659,9,11,3,3,0,15,2,3,11,9,6,9
448,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,40,0,302,6,3,2,75,3,4,3,13237,20364,7,15,3,3,0,22,3,3,20,6,5,13
449,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,39,0,443,8,1,3,48,3,1,3,3755,17872,1,11,3,1,1,8,3,3,8,3,0,7
450,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,31,0,828,2,1,2,77,3,2,4,6582,8346,4,13,3,3,0,10,2,4,6,5,0,5
451,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,42,0,319,24,3,4,56,3,3,1,7406,6950,1,21,4,4,1,10,5,2,10,9,5,8
452,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,45,0,561,2,3,4,61,3,2,2,4805,16177,0,19,3,2,1,9,3,4,8,7,3,7
453,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,1,426,17,4,2,58,3,1,3,2741,22808,0,11,3,2,1,8,2,2,7,7,1,0
454,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,29,0,232,19,3,4,34,3,2,4,4262,22645,4,12,3,2,2,8,2,4,3,2,1,2
455,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,922,1,5,1,95,4,4,3,16184,22578,4,19,3,3,1,10,2,3,6,1,0,5
456,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,31,0,688,7,3,3,44,2,3,4,11557,25291,9,21,4,3,1,10,3,2,5,4,0,1
457,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,18,1,1306,5,3,2,69,3,1,2,1878,8059,1,14,3,4,0,0,3,3,0,0,0,0
458,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,40,0,1094,28,3,3,58,1,3,1,10932,11373,3,15,3,3,1,20,2,3,1,0,0,1
459,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,41,0,509,2,4,1,62,2,2,3,6811,2112,2,17,3,1,0,10,3,3,8,7,0,7
460,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,26,0,775,29,2,1,45,3,2,3,4306,4267,5,12,3,1,2,8,5,3,0,0,0,0
461,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,35,0,195,1,3,1,80,3,2,3,4859,6698,1,16,3,4,0,5,3,3,5,4,0,3
462,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,34,0,258,21,4,4,74,4,2,4,5337,19921,1,12,3,4,0,10,3,3,10,7,5,7
463,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,26,1,471,24,3,3,66,1,1,4,2340,23213,1,18,3,2,0,1,3,1,1,0,0,0
464,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,37,0,799,1,3,2,59,3,3,4,7491,23848,4,17,3,4,0,12,3,4,6,5,1,2
465,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46,0,1034,18,1,1,86,3,3,3,10527,8984,5,11,3,4,0,28,3,2,2,2,1,2
466,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,41,0,1276,2,5,2,91,3,4,1,16595,5626,7,16,3,2,1,22,2,3,18,16,11,8
467,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,37,0,142,9,4,1,69,3,3,2,8834,24666,1,13,3,4,1,9,6,3,9,5,7,7
468,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,52,0,956,6,2,4,78,3,2,1,5577,22087,3,12,3,2,2,18,3,3,10,9,6,9
469,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,32,1,1474,11,4,4,60,4,2,3,4707,23914,8,12,3,4,0,6,2,3,4,2,1,2
470,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,24,0,535,24,3,4,38,3,1,4,2400,5530,0,13,3,3,2,3,3,3,2,2,2,1
471,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,0,1495,10,3,3,76,3,2,3,9824,22174,3,19,3,3,1,18,4,3,1,0,0,0
472,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,37,0,446,1,4,2,65,3,2,2,6447,15701,6,12,3,2,1,8,2,2,6,5,4,3
473,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,49,0,1245,18,4,4,58,2,5,3,19502,2125,1,17,3,3,1,31,5,3,31,9,0,9
474,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,24,0,691,23,3,2,89,4,1,4,2725,21630,1,11,3,2,2,6,3,3,6,5,1,4
475,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,26,0,703,28,2,1,66,3,2,2,6272,7428,1,20,4,4,2,6,5,4,5,3,1,4
476,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,24,0,823,17,2,4,94,2,1,2,2127,9100,1,21,4,4,1,1,2,3,1,0,0,0
477,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,50,0,1246,3,3,1,99,3,5,2,18200,7999,1,11,3,3,1,32,2,3,32,5,10,7
478,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,25,0,622,13,1,2,40,3,1,3,2096,26376,1,11,3,3,0,7,1,3,7,4,0,6
479,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,24,1,1287,7,3,1,55,3,1,3,2886,14168,1,16,3,4,1,6,4,3,6,3,1,2
480,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,30,1,448,12,4,2,74,2,1,1,2033,14470,1,18,3,3,1,1,2,4,1,0,0,0
481,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,34,0,254,1,2,2,83,2,1,4,3622,22794,1,13,3,4,1,6,3,3,6,5,1,3
482,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,31,1,1365,13,4,2,46,3,2,1,4233,11512,2,17,3,3,0,9,2,1,3,1,1,2
483,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,35,0,538,25,2,1,54,2,2,4,3681,14004,4,14,3,4,0,9,3,3,3,2,0,2
484,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,31,0,525,6,4,1,66,4,2,4,5460,6219,4,22,4,4,2,13,4,4,7,7,5,7
485,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,0,798,6,4,1,66,2,1,3,2187,5013,0,12,3,3,2,6,5,2,5,3,0,3
486,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,37,0,558,2,3,4,75,3,2,3,9602,3010,4,11,3,3,1,17,3,2,3,0,1,0
487,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,0,959,1,3,4,83,2,1,2,2836,11757,1,13,3,4,0,1,0,4,1,0,0,0
488,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42,0,622,2,4,3,81,3,2,4,4089,5718,1,13,3,2,2,10,4,3,10,2,2,2
489,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,43,0,782,6,4,2,50,2,4,4,16627,2671,4,14,3,3,1,21,3,2,1,0,0,0
490,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38,0,362,1,1,3,43,3,1,1,2619,14561,3,17,3,4,0,8,3,2,0,0,0,0
491,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,43,0,1001,9,5,4,72,3,2,3,5679,19627,3,13,3,2,1,10,3,3,8,7,4,7
492,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,48,0,1236,1,4,4,40,2,4,1,15402,17997,7,11,3,1,1,21,3,1,3,2,0,2
493,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,44,0,1112,1,4,1,50,2,2,3,5985,26894,4,11,3,2,0,10,1,4,2,2,0,2
494,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,34,0,204,14,3,3,31,3,1,3,2579,2912,1,18,3,4,2,8,3,3,8,2,0,6
495,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,27,1,1420,2,1,3,85,3,1,1,3041,16346,0,11,3,2,1,5,3,3,4,3,0,2
496,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,21,0,1343,22,1,3,49,3,1,3,3447,24444,1,11,3,3,0,3,2,3,3,2,1,2
497,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,44,0,1315,3,4,4,35,3,5,4,19513,9358,4,12,3,1,1,26,2,4,2,2,0,1
498,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,22,0,604,6,1,1,69,3,1,3,2773,12145,0,20,4,4,0,3,3,3,2,2,2,2
499,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,33,0,1216,8,4,3,39,3,2,3,7104,20431,0,12,3,4,0,6,3,3,5,0,1,2
500,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,32,0,646,9,4,1,92,3,2,4,6322,18089,1,12,3,4,1,6,2,2,6,4,0,5
501,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0,160,3,3,3,71,3,1,3,2083,22653,1,20,4,3,1,1,2,3,1,0,0,0
502,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,53,0,238,1,1,4,34,3,2,1,8381,7507,7,20,4,4,0,18,2,4,14,7,8,10
503,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,34,0,1397,1,5,2,42,3,1,4,2691,7660,1,12,3,4,1,10,4,2,10,9,8,8
504,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,45,1,306,26,4,1,100,3,2,1,4286,5630,2,14,3,4,2,5,4,3,1,1,0,0
505,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,26,0,991,6,3,3,71,3,1,4,2659,17759,1,13,3,3,1,3,2,3,3,2,0,2
506,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,37,0,482,3,3,3,36,3,3,3,9434,9606,1,15,3,3,1,10,2,3,10,7,7,8
507,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,29,0,1176,3,2,2,62,3,2,3,5561,3487,1,14,3,1,1,6,5,2,6,0,1,2
508,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,35,0,1017,6,4,2,82,1,2,4,6646,19368,1,13,3,2,0,17,3,3,17,11,11,8
509,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,0,1296,6,3,3,30,3,2,4,7725,5335,3,23,4,3,1,15,2,1,13,11,4,7
510,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,54,0,397,19,4,3,88,3,3,2,10725,6729,2,15,3,3,1,16,1,4,9,7,7,1
511,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,36,0,913,9,2,2,48,2,2,2,8847,13934,2,11,3,3,1,13,2,3,3,2,0,2
512,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,27,0,1115,3,4,1,54,2,1,4,2045,15174,0,13,3,4,0,5,0,3,4,2,1,1
513,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,20,1,1362,10,1,4,32,3,1,3,1009,26999,1,11,3,4,0,1,5,3,1,0,1,1
514,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,33,1,1076,3,3,1,70,3,1,1,3348,3164,1,11,3,1,0,10,3,3,10,8,9,7
515,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,35,0,727,3,3,3,41,2,1,3,1281,16900,1,18,3,3,2,1,3,3,1,0,0,0
516,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,23,0,885,4,3,1,58,4,1,1,2819,8544,2,16,3,1,1,5,3,4,3,2,0,2
517,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,25,0,810,8,3,4,57,4,2,2,4851,15678,0,22,4,3,1,4,4,3,3,2,1,2
518,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,38,0,243,7,4,4,46,2,2,4,4028,7791,0,20,4,1,0,8,2,3,7,7,0,5
519,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,29,0,806,1,4,2,76,1,1,4,2720,18959,1,18,3,4,1,10,5,3,10,7,2,8
520,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,48,0,817,2,1,2,56,4,2,2,8120,18597,3,12,3,4,0,12,3,3,2,2,2,2
521,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27,0,1410,3,1,4,71,4,2,4,4647,16673,1,20,4,2,2,6,3,3,6,5,0,4
522,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,37,0,1225,10,2,4,80,4,1,4,4680,15232,3,17,3,1,0,4,2,3,1,0,0,0
523,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,50,0,1207,28,1,4,74,4,1,3,3221,3297,1,11,3,3,3,20,3,3,20,8,3,8
524,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,0,1442,9,3,4,46,2,3,2,8621,17654,1,14,3,2,0,9,3,4,8,7,7,7
525,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,24,1,693,3,2,1,65,3,2,3,4577,24785,9,14,3,1,0,4,3,3,2,2,2,0
526,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,39,0,408,2,4,4,80,2,2,3,4553,20978,1,11,3,1,0,20,4,3,20,7,11,10
527,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,32,0,929,10,3,4,55,3,2,4,5396,21703,1,12,3,4,0,10,2,2,10,7,0,8
528,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,50,1,562,8,2,2,50,3,2,3,6796,23452,3,14,3,1,1,18,4,3,4,3,1,3
529,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,0,827,1,4,2,33,4,2,4,7625,19383,0,13,3,3,0,10,4,2,9,7,1,8
530,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,27,0,608,1,2,3,68,3,3,1,7412,6009,1,11,3,4,0,9,3,3,9,7,0,7
531,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,32,0,1018,3,2,3,39,3,3,4,11159,19373,3,15,3,4,0,10,6,3,7,7,7,7
532,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,47,0,703,14,4,4,42,3,2,1,4960,11825,2,12,3,4,0,20,2,3,7,7,1,7
533,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,40,0,580,5,4,4,48,2,3,1,10475,23772,5,21,4,3,1,20,2,3,18,13,1,12
534,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,53,0,970,7,3,3,59,4,4,3,14814,13514,3,19,3,3,0,32,3,3,5,1,1,3
535,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,41,0,427,10,4,2,73,2,5,4,19141,8861,3,15,3,2,3,23,2,2,21,6,12,6
536,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,60,0,1179,16,4,1,84,3,2,1,5405,11924,8,14,3,4,0,10,1,3,2,2,2,2
537,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,27,0,294,10,2,4,32,3,3,1,8793,4809,1,21,4,3,2,9,4,2,9,7,1,7
538,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,41,0,314,1,3,4,59,2,5,3,19189,19562,1,12,3,2,1,22,3,3,22,7,2,10
539,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,50,0,316,8,4,4,54,3,1,2,3875,9983,7,15,3,4,1,4,2,3,2,2,2,2
540,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,28,1,654,1,2,1,67,1,1,2,2216,3872,7,13,3,4,0,10,4,3,7,7,3,7
541,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,36,0,427,8,3,1,63,4,3,1,11713,20335,9,14,3,1,1,10,2,3,8,7,0,5
542,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,38,0,168,1,3,3,81,3,3,3,7861,15397,4,14,3,4,0,10,4,4,1,0,0,0
543,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,44,0,381,24,3,1,49,1,1,3,3708,2104,2,14,3,3,0,9,5,3,5,2,1,4
544,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,47,0,217,3,3,4,49,3,4,3,13770,10225,9,12,3,4,2,28,2,2,22,2,11,13
545,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,30,0,501,27,5,3,99,3,2,4,5304,25275,7,23,4,4,1,10,2,2,8,7,7,7
546,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,29,0,1396,10,3,3,99,3,1,3,2642,2755,1,11,3,3,0,1,6,3,1,0,0,0
547,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,42,1,933,19,3,3,57,4,1,3,2759,20366,6,12,3,4,0,7,2,3,2,2,2,2
548,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,43,0,775,15,3,4,47,2,2,4,6804,23683,3,18,3,3,1,7,5,3,2,2,2,2
549,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,0,970,8,2,2,96,3,2,3,6142,7360,3,11,3,4,0,10,2,3,5,1,4,3
550,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,23,0,650,9,1,2,37,3,1,1,2500,4344,1,14,3,4,1,5,2,4,4,3,0,2
551,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,39,0,141,3,3,3,44,4,2,2,6389,18767,9,15,3,3,1,12,3,1,8,3,3,6
552,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,56,0,832,9,3,3,81,3,4,4,11103,20420,7,11,3,3,0,30,1,2,10,7,1,1
553,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,40,0,804,2,1,4,86,2,1,4,2342,22929,0,20,4,4,0,5,2,2,4,2,2,3
554,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0,975,7,3,4,55,2,2,1,6811,23398,8,19,3,1,0,9,2,1,7,6,0,7
555,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,29,0,1090,10,3,4,83,3,1,2,2297,17967,1,14,3,4,2,2,2,3,2,2,2,2
556,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,53,0,346,6,3,4,86,3,2,4,2450,10919,2,17,3,4,0,19,4,3,2,2,2,2
557,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1225,2,4,4,61,3,2,1,5093,4761,2,11,3,1,1,16,2,4,1,0,0,0
